seqnames	start	end	width	strand	Conc	Conc_TAYN	Conc_Methyl	Fold	p.value	FDR
4	152458317	152458817	501	*	5.73443905967699	6.12156894130515	5.203722666441	0.85509966859618	0.000293593519846612	0.0017119649015673
1	128888121	128888621	501	*	4.69148804272301	5.32721708642914	3.52750036849311	1.38671405370401	0.000293605403936867	0.0017119649015673
5	62980962	62981462	501	*	4.83250380518349	5.41662945218897	3.83501145770045	1.28495784585058	0.000293689221304993	0.00171231641104289
2	116762554	116763054	501	*	4.71010758993539	5.30714538855391	3.67326316987609	1.31617037093533	0.00029384999991712	0.00171311654065935
16	64672836	64673336	501	*	4.66049018622226	5.25686981218114	3.62568647544749	1.31250379223177	0.000293904703571509	0.00171329818506439
1	152784609	152785109	501	*	4.86336374255602	5.44628891312822	3.86945852733996	1.28023175593216	0.000294104943220348	0.00171432812493328
13	112720610	112721110	501	*	5.77104104641476	6.17034882938446	5.2170326394016	0.884335536623737	0.000294262345429004	0.0017151082217599
18	69505198	69505698	501	*	5.36399774595282	5.80690821577851	4.72161982767668	0.97755913364826	0.000294601835754424	0.00171694940929108
15	79199455	79199955	501	*	5.43472422494706	5.92806680680755	4.67911786322957	1.06889533063626	0.000294700787006385	0.00171738854436534
18	47247831	47248331	501	*	5.58148095108054	6.00847121385079	4.97231167035986	0.942429284227126	0.000294729435879263	0.00171741795009873
11	101322730	101323230	501	*	4.90550507416804	5.47689195353408	3.94548189314254	1.26131687716264	0.000295128162233281	0.00171960365699713
7	25122955	25123455	501	*	5.31839420283139	5.77536038434491	4.64573147434816	0.996887120701143	0.00029522462286477	0.00172002796328843
2	59761119	59761619	501	*	5.45965241963922	5.88570502913055	4.8524041376811	0.936632633798656	0.0002955896489739	0.00172177727685115
3	104824972	104825472	501	*	4.0308893032093	4.84887509682942	1.9541954718164	1.75864770947318	0.000295590153063652	0.00172177727685115
18	34265994	34266494	501	*	4.9776998676463	5.51212498451722	4.11948603737337	1.16719396569251	0.000295611623609913	0.00172177727685115
13	9665734	9666234	501	*	4.73797846856176	5.33606969504829	3.69785986023425	1.30852777874895	0.000295619525304089	0.00172177727685115
9	113482812	113483312	501	*	5.96032206462023	6.35102227989637	5.42283605447091	0.866258373815977	0.000295758537010406	0.00172244904982297
8	77628954	77629454	501	*	4.38202898933473	5.14427150754324	2.66357876259513	1.64673940053573	0.000295790821947093	0.00172249920586926
12	8835502	8836002	501	*	4.16729814864819	4.96152532677184	2.25599240677088	1.7220217948458	0.000296021600775837	0.00172370516463286
18	75086950	75087450	501	*	5.22364902777966	5.71010576829143	4.48427743937037	1.0644333648912	0.000296317140815522	0.00172528799849243
5	75966859	75967359	501	*	5.10543538564961	5.59104003912833	4.36805477817052	1.07625548641575	0.000296412918925489	0.00172570757079336
3	131288109	131288609	501	*	5.94952520588894	6.34011603610878	5.41224731970883	0.860755121618291	0.000296539111913343	0.00172630413634295
7	29064277	29064777	501	*	5.38648178993103	5.8218144393204	4.76005186219651	0.965486394243032	0.000296647288861558	0.00172679573435468
3	146695497	146695997	501	*	5.07943882836317	5.59282550723297	4.27504587913168	1.12239132928862	0.000296683151608646	0.00172686634353251
1	183354494	183354994	501	*	5.11978128681781	5.61348382439721	4.36331906423912	1.10099478630899	0.000296738131544691	0.00172704820553402
5	120408873	120409373	501	*	5.56422718575489	5.98964607416223	4.95827507458783	0.93622509272911	0.000296775284782827	0.00172708291437334
12	52789936	52790436	501	*	4.40669957462468	5.0976126529458	3.03223235348169	1.51946188586241	0.00029679156661111	0.00172708291437334
9	98502022	98502522	501	*	5.23373035253772	5.69528618882386	4.55097412986949	1.01515915235102	0.000297132691078792	0.00172892970819401
14	103704761	103705261	501	*	4.85753907063955	5.41049248209048	3.9495137986771	1.22420162579429	0.000297284324854374	0.00172967370297288
5	134915482	134915982	501	*	4.99769512511662	5.54981600326514	4.09195929743088	1.22326076145699	0.000297327635075478	0.00172978737594923
4	125588094	125588594	501	*	4.7412019844887	5.33564804087613	3.7123714393214	1.31513198935774	0.000297415607554712	0.00173016084525932
5	140469475	140469975	501	*	4.36116521593252	5.08750753264204	2.82817648643708	1.59688448781751	0.000297539512988933	0.00173074327153359
4	134563415	134563915	501	*	5.69806759594439	6.10822322594597	5.12281955294055	0.904580614317733	0.000297636279733356	0.00173116775557459
8	85468621	85469121	501	*	4.30478789968712	5.05589679430208	2.64695120255435	1.63992472556536	0.000297822994313164	0.00173211530135151
2	93123910	93124410	501	*	4.68455340895591	5.3003697702114	3.58782345616431	1.35413514705629	0.00029813339100037	0.00173378196366368
16	48625688	48626188	501	*	5.59684744019938	6.02455894501353	4.98619793535602	0.9468939029616	0.000298486238100664	0.00173558602685075
14	36861151	36861651	501	*	4.32433164157012	5.04970856608891	2.79595598560123	1.58998024670432	0.000298491314816738	0.00173558602685075
12	86751608	86752108	501	*	4.5950962180014	5.22854077953606	3.43903390841498	1.38616155691917	0.000298632935840811	0.00173625934130186
4	7648800	7649300	501	*	4.78181060415655	5.3474832703308	3.83817925383536	1.24297557208982	0.000298654837152593	0.00173625934130186
5	20376166	20376666	501	*	4.53933282523768	5.17054712824915	3.39095399303821	1.39182132895909	0.000298680890104155	0.00173627207850512
6	33173612	33174112	501	*	4.81395762311392	5.37934927363644	3.87112594798965	1.24253843376855	0.000298727393357009	0.00173640368452117
3	94389365	94389865	501	*	5.11784681606915	5.630556784361	4.31513940498637	1.13579744078136	0.000298790551014115	0.00173663206833134
2	18328809	18329309	501	*	4.89346545046538	5.43693648792441	4.01122724308348	1.1913204363826	0.00029894389750238	0.00173738456980557
6	67901143	67901643	501	*	4.52049596405777	5.1834688662715	3.25743157776357	1.46426401585829	0.000298987678650625	0.00173740528910026
5	114876674	114877174	501	*	5.94553833944657	6.32749651422758	5.42454250120832	0.841084729143501	0.000298995217763334	0.00173740528910026
5	123757640	123758140	501	*	5.11396019621377	5.61112940128126	4.34921823173313	1.08638777595211	0.000299058554113871	0.00173760957906663
17	4601896	4602396	501	*	5.60846755273508	6.02010988934156	5.03027150097534	0.899680918744129	0.000299078135429139	0.00173760957906663
16	33537501	33538001	501	*	5.76419907317731	6.15277029201567	5.2307556354954	0.855452296816377	0.000299106229661417	0.00173763405899031
7	30182008	30182508	501	*	4.16436502241196	4.98701072991672	2.05253598499429	1.7755579255704	0.000299251804984621	0.00173822929091178
2	85936456	85936956	501	*	4.93491060854743	5.46436221932072	4.08967411670311	1.16529336126183	0.000299306578289505	0.00173822929091178
4	142007554	142008054	501	*	5.30458182493422	5.76340904515466	4.62783870572899	1.00182358997181	0.000299311740070643	0.00173822929091178
13	55722465	55722965	501	*	4.08426464005381	4.8915288664421	2.08489935014368	1.74907472780256	0.000299329354066342	0.00173822929091178
4	141689062	141689562	501	*	4.67053637907664	5.27365832313963	3.61464494378806	1.32835137753555	0.000299339700544685	0.00173822929091178
15	53742065	53742565	501	*	4.26966703897048	5.04232341549752	2.49166771549945	1.6639828281722	0.000299352022929449	0.00173822929091178
3	98145918	98146418	501	*	4.98244232204514	5.52016352747775	4.1155383168437	1.18629983659552	0.000299685400636689	0.00174002623735457
12	112084702	112085202	501	*	5.45741649889341	5.89524250113088	4.82576781829586	0.972985169589252	0.000299994436850885	0.00174168157732234
17	5556858	5557358	501	*	5.68005440827618	6.08595900428762	5.1131860768504	0.898765316109088	0.000300346018978377	0.00174358364280546
1	153074187	153074687	501	*	5.1802103939221	5.69597921379194	4.36986201186164	1.14926112646805	0.000300378429527853	0.00174363268190947
10	99163769	99164269	501	*	5.77828600404709	6.17615322025773	5.22706291031544	0.859849914136208	0.000300609771148532	0.0017448363734908
2	158611982	158612482	501	*	5.30576443564112	5.83590703534462	4.45873458432294	1.14901350358196	0.000300831059267959	0.00174598152393033
7	137103979	137104479	501	*	4.94510004687261	5.47048597282929	4.11035328816749	1.15829510306313	0.000301200246688756	0.00174798481016222
15	23693323	23693823	501	*	4.67443675725767	5.32002623928406	3.47558429483133	1.41204158194736	0.000301277080497067	0.0017482912679008
13	57637953	57638453	501	*	5.32432382427724	5.78042349090942	4.65355523837143	0.998337015685945	0.000301523355413754	0.00174958085406467
10	116325863	116326363	501	*	5.71631936470722	6.10982287336895	5.17348392621819	0.870502513935366	0.000301828818480655	0.00175121097618025
8	28772455	28772955	501	*	4.50308715704192	5.2169626246445	3.02833726737035	1.54559252632964	0.000301866566857807	0.00175121097618025
8	119454942	119455442	501	*	5.51557718882644	5.94199727031312	4.90757650933367	0.94601134629089	0.000301876493193366	0.00175121097618025
8	75872426	75872926	501	*	3.93496298163847	4.80666463926346	1.38009723896426	1.88437941592476	0.000301904914514757	0.00175123623205016
13	6621737	6622237	501	*	5.23723267489087	5.73995439980178	4.45908730696683	1.10472115160345	0.000302149450800174	0.00175251498513934
2	165088091	165088591	501	*	5.93101714293815	6.29825257780416	5.4371544678028	0.797806216924772	0.000302255701660366	0.00175299152079652
13	51269462	51269962	501	*	4.74540222745007	5.31978786066439	3.77667538495485	1.26850675389831	0.00030267606284964	0.00175528958006921
9	102309633	102310133	501	*	5.20855066532155	5.69811839046993	4.46187650268247	1.08404875057315	0.000303202927886659	0.00175820486466505
16	20525954	20526454	501	*	5.56657528181097	5.99088400996852	4.96288964605761	0.928956085393594	0.000303324692362556	0.00175877078574999
1	194375685	194376185	501	*	5.69232418098729	6.11243128384754	5.09716871457686	0.915260113086547	0.000303395781500905	0.00175901292880172
9	62723569	62724069	501	*	5.74620491012757	6.12962470398755	5.22247202421714	0.841124369486181	0.000303414802432423	0.00175901292880172
14	57466967	57467467	501	*	4.40140509730836	5.13902903741737	2.81314635296763	1.59726158969262	0.000303495820659653	0.00175934244731185
10	24236746	24237246	501	*	5.96539834306162	6.3306066295066	5.47521055150223	0.794569264783663	0.000303561746286648	0.00175958442962283
3	9091534	9092034	501	*	5.06834474137097	5.57661369434905	4.276630890121	1.1166692733997	0.0003037089767679	0.00176029761642208
17	47307487	47307987	501	*	5.54440724140568	5.98827749754566	4.89999073174515	0.982987825136613	0.000303838229600937	0.00176090649943871
12	111295694	111296194	501	*	5.27018126470442	5.75315623971116	4.53892050610762	1.05574416392362	0.000304138608574235	0.00176236493442293
6	88945324	88945824	501	*	6.1744704325659	6.51300632125016	5.73132122897584	0.738965492151656	0.000304155056938567	0.00176236493442293
1	182822727	182823227	501	*	5.43400828107461	5.88368607583442	4.77716545274849	0.977849336606712	0.000304168047992069	0.00176236493442293
7	130686469	130686969	501	*	5.49894330706177	5.95095305129173	4.83706635872205	0.983558568548624	0.000304186759911185	0.00176236493442293
12	31153282	31153782	501	*	5.62010324552306	6.04178816018069	5.02175331570469	0.940854712064277	0.000304211046584033	0.00176236531708551
8	126709566	126710066	501	*	5.40832732811827	5.85648276139088	4.75475709207216	0.988207159654534	0.000304251011462189	0.00176245651994453
4	47044656	47045156	501	*	5.59122591350618	5.99951960775351	5.01965718258458	0.900146874915596	0.000304279218559543	0.00176247960357014
17	9932664	9933164	501	*	5.73170564019599	6.1648135409196	5.1099088051364	0.957924649709112	0.000304366022280151	0.0017628420663194
3	123430196	123430696	501	*	5.29780512378357	5.75842447012183	4.61711677069094	1.0077609806299	0.000304434080310845	0.00176309590780468
10	128248045	128248545	501	*	5.89209982903739	6.28566955536579	5.34913766358642	0.873960127134098	0.00030457891719761	0.00176372697376775
4	155656052	155656552	501	*	5.32969600348486	5.84496424907804	4.52060193301628	1.13750770481586	0.000304591525258243	0.00176372697376775
2	168861500	168862000	501	*	5.58040080643615	6.00160339875354	4.98302851605072	0.926367323297549	0.000304798155916727	0.00176477265112288
10	115234552	115235052	501	*	5.60635229569132	6.02296866876134	5.01822685419344	0.90522489828106	0.000304820618711602	0.00176477265112288
14	20336729	20337229	501	*	5.20355321844083	5.68763024638745	4.46973225323929	1.05575367944404	0.000304864758719989	0.00176481709471666
17	65877637	65878137	501	*	4.35277358885793	5.07578124102372	2.8356442858521	1.57996478417335	0.000304876803878186	0.00176481709471666
10	18157340	18157840	501	*	4.86420724990638	5.40736756057171	3.98280346805527	1.20221185609205	0.000304980678979748	0.00176527795279639
4	102421373	102421873	501	*	5.30475641080757	5.75333277020198	4.65028240515409	0.98468424864537	0.000305166046890153	0.00176621039372162
10	89809102	89809602	501	*	4.98645443357488	5.49919237383016	4.18367740510351	1.13303364465626	0.000305377951064513	0.00176729625811717
17	30756564	30757064	501	*	5.41086306881523	4.62023204728153	5.91869201886643	-1.09720969501397	0.000305441187802994	0.00176752164371793
8	12657420	12657920	501	*	5.82463525291805	6.24603664569571	5.22686012536617	0.926701233421094	0.00030564536396007	0.0017684788751343
16	13213839	13214339	501	*	4.5136714497064	5.18216674916038	3.22942646597691	1.45672997162424	0.000305655213964363	0.0017684788751343
19	3963057	3963557	501	*	5.67616921725662	6.08575102692479	5.10205658950258	0.901083505966027	0.000305803942832586	0.00176919871927546
17	27217112	27217612	501	*	5.10545280111552	5.61422874754425	4.31248984046856	1.12104676121066	0.000305929726643581	0.00176970510117967
16	97283680	97284180	501	*	5.37621381992284	5.87038442281354	4.61863760639318	1.08415432173808	0.000305940113350729	0.00176970510117967
9	4871290	4871790	501	*	4.57829613758916	5.21416921148951	3.41380690735883	1.40691487533529	0.000306074135802664	0.0017703396139435
1	65360812	65361312	501	*	5.80043756415487	6.19970579942677	5.24650573099421	0.877392518613906	0.000306194517838772	0.00177089513564125
9	12760028	12760528	501	*	5.2925300618883	5.75496277847152	4.6078336836894	1.01486948769245	0.000306418868897548	0.00177205183258562
8	48125649	48126149	501	*	5.61384351967961	6.02271672043163	5.04113115847679	0.897861638545219	0.000306577458092245	0.0017728280682799
2	60339231	60339731	501	*	5.11771963556496	5.61089162635147	4.3625186336764	1.08655915557451	0.000306711824950081	0.00177346412260353
4	21661723	21662223	501	*	4.28874196950358	5.05011545911373	2.57513276802632	1.65063324793753	0.000306847391680239	0.00177410701317674
17	30836301	30836801	501	*	6.16085836463121	6.53729826412981	5.65012480364502	0.828569921230161	0.000306955640029771	0.00177459186679535
17	23815908	23816408	501	*	5.80635267566248	6.18827370109954	5.28542630007372	0.838015184016927	0.00030708394874174	0.00177519260842895
2	26882251	26882751	501	*	5.03989860476998	5.54634018904959	4.25267436802516	1.10881524935167	0.000307185491462747	0.00177563853791737
14	99287701	99288201	501	*	4.10593689511653	4.8676792177795	2.39027540594264	1.66037206896958	0.000307251556354881	0.00177587933871239
1	90098073	90098573	501	*	4.55460621595645	5.18631995061053	3.40451137143318	1.38687006436593	0.000307586010888794	0.00177767123989685
2	70200439	70200939	501	*	5.31038557533788	5.76560340000886	4.64154092077163	1.00272102383744	0.00030764855388562	0.00177789148807715
1	143888150	143888650	501	*	4.12957881153485	4.89376504069048	2.40023109677367	1.65320653164794	0.000307696345368782	0.00177802645950355
11	119018630	119019130	501	*	5.31074718590716	5.77787068405448	4.61560739014159	1.02969173523653	0.000307765883582411	0.00177828706321822
5	139439285	139439785	501	*	5.76015286545865	6.1671098827496	5.19121680772983	0.89591276723399	0.000307838100860736	0.00177856310409161
7	111593332	111593832	501	*	5.24464518301122	5.72757701448675	4.51348452013403	1.07402839637281	0.000308146126000539	0.00178009400921501
17	46072895	46073395	501	*	4.762741662629	5.3824850839615	3.65306576739982	1.375678362895	0.000308152744005674	0.00178009400921501
9	69192498	69192998	501	*	4.20322344595005	4.99909441298368	2.28114908839577	1.72240687461965	0.000308176466529438	0.00178009400921501
9	12444158	12444658	501	*	5.47395422872328	5.94214299933078	4.77642741109702	1.04562471496986	0.000308209805066949	0.0017801452648108
5	105823843	105824343	501	*	5.97766342086816	6.35303884935549	5.46889658379215	0.812440666948529	0.000308468857254982	0.00178150007623178
5	37059172	37059672	501	*	5.32505015096144	5.7809036430267	4.65481902533924	1.01575863903691	0.000308727671884125	0.00178285330073846
5	113178704	113179204	501	*	5.68079079591362	6.09172304149498	5.10400392286845	0.90634301783358	0.000308805940097459	0.0017831637663131
11	118606730	118607230	501	*	5.49630083349046	6.23488682440749	3.90320893626544	1.60116923105203	0.000309111115954708	0.0017846046817316
18	84225342	84225842	501	*	4.80004292587769	5.4074017623189	3.7306890805617	1.34047489570844	0.00030911461557153	0.0017846046817316
5	115797627	115798127	501	*	5.1872478068702	5.66543689376157	4.46703039025787	1.04506075355903	0.000309185140528746	0.0017846046817316
1	44360473	44360973	501	*	5.11456285459761	5.63679590358892	4.28787840097296	1.13778067555526	0.000309190423613327	0.0017846046817316
4	13274767	13275267	501	*	4.29707123614857	5.0185620209301	2.78708676301222	1.58055573008974	0.000309200566382541	0.0017846046817316
17	7239519	7240019	501	*	5.065539000234	5.56787075343698	4.28834076593473	1.10257416881257	0.0003092026335169	0.0017846046817316
5	112776765	112777265	501	*	4.98016541320718	5.51190212991037	4.12898645403744	1.16317154399025	0.000309422822794044	0.00178573388760811
9	60422552	60423052	501	*	5.41366310726877	5.87836282385964	4.72393322472498	1.01504880995485	0.000309618539256867	0.00178666549750364
10	108231859	108232359	501	*	4.63956075452492	5.28675550355031	3.4349287839613	1.41607135995655	0.000309633356562001	0.00178666549750364
15	10591704	10592204	501	*	5.82467453730097	6.21171464684739	5.29412773456406	0.853089456029549	0.000309769410361904	0.00178730882611714
5	127914349	127914849	501	*	5.17422996036352	5.64232811588116	4.47690641197086	1.03617407868853	0.000310109566871152	0.00178912959199537
11	67104208	67104708	501	*	5.12771516283531	5.60857599242252	4.40134769857815	1.05863067436118	0.000310175601270591	0.00178936868907096
19	44926518	44927018	501	*	4.82073255127352	5.37765360602218	3.90172784725535	1.23478499849793	0.000310237623609085	0.00178958460493641
2	74804883	74805383	501	*	4.66612720920276	5.28444621487303	3.56116455711798	1.35217932798917	0.000310489761564728	0.00179089706862737
10	120054648	120055148	501	*	5.76599584458375	6.17152608585367	5.19986194293401	0.893394551501937	0.000310555158260801	0.00179113229078398
13	107450209	107450709	501	*	4.83764403728087	5.40079163092579	3.9011767745003	1.23672856328874	0.000310603314706323	0.00179126805008926
1	170404245	170404745	501	*	4.99877375296566	5.52971487444382	4.14966760380928	1.16729617760112	0.000310628812983851	0.00179127312721065
19	20286703	20287203	501	*	5.09280127664118	5.57675743825714	4.3592614164989	1.06937701175686	0.000310780591114952	0.0017920063516362
8	112405396	112405896	501	*	6.02987037253396	6.68619435736467	4.79179669934942	1.444351204634	0.000311010817225425	0.00179319176654307
5	16684055	16684555	501	*	4.43137855408199	5.15488543231649	2.91188835909198	1.5700661512816	0.000311045296851429	0.00179324846959833
14	113404924	113405424	501	*	4.49738426905035	5.15187840089262	3.26609309986769	1.43130427609062	0.000311137358179491	0.00179363710927066
2	72769025	72769525	501	*	4.55052718538727	5.27045206069811	3.0478737939839	1.58116878558836	0.000311318376271921	0.00179453846254248
13	39652991	39653491	501	*	4.37724041296994	5.09749707814205	2.87303745945595	1.55791115416996	0.000311478630737791	0.00179531999432619
16	30630386	30630886	501	*	5.07844938738275	5.61115590689502	4.22473816057855	1.17649691400871	0.000311505489819133	0.00179533259055125
4	31839015	31839515	501	*	3.35222618020455	4.28444621487303	0	2.03844280958326	0.000311717659068271	0.00179641311791419
14	31118561	31119061	501	*	4.90873645229312	5.46198191832803	3.99990686295766	1.20572104522424	0.000311824837311907	0.00179688846418993
13	5147205	5147705	501	*	4.37520336093038	5.06030601759296	3.02480453420466	1.5033546741399	0.000311876920133803	0.0017970462733367
3	34145119	34145619	501	*	4.42758701105691	5.09987138080929	3.12857964107317	1.47201013207051	0.000311934813847724	0.00179718368935557
19	29982269	29982769	501	*	5.311348397387	5.83744641633888	4.47477202250928	1.14190223589138	0.00031195945491719	0.00179718368935557
19	47289784	47290284	501	*	4.87812456770932	3.89337119729548	5.45796884071358	-1.2735522482567	0.00031197486607548	0.00179718368935557
2	50936129	50936629	501	*	5.43362197309108	5.88286018977736	4.77772521494278	0.975035056921593	0.000312022622185847	0.00179731650238353
3	87083176	87083676	501	*	5.22017193274161	5.70437145251167	4.48606600205923	1.08272933982657	0.000312450603779583	0.00179963930046812
3	157328635	157329135	501	*	5.8430312371136	6.24739180865354	5.27918842664403	0.874317198400402	0.000312790983632832	0.00180145720611649
14	66148875	66149375	501	*	5.88541704979339	6.27559319100819	5.3489277653319	0.858632462266484	0.000312828597116441	0.00180153123957132
16	81653564	81654064	501	*	4.88149134481395	5.45192189568055	3.92422904618614	1.24564107473389	0.000312987194577387	0.00180230193407996
2	106426102	106426602	501	*	5.5743390337556	5.98097150636322	5.00604109651516	0.89202995462328	0.000313096729600594	0.00180279000838237
14	101009690	101010190	501	*	4.85675518200738	5.43588716822137	3.87410666403858	1.27531600848279	0.000313233211107591	0.00180343314921836
11	32873478	32873978	501	*	5.59036841026942	6.01187971383612	4.99237049404537	0.916659450989628	0.000313638242624232	0.00180562223657465
9	116301003	116301503	501	*	5.42879847002776	5.88973184840062	4.74741718055129	1.02655814972251	0.000313745890055758	0.00180609906630753
12	54373163	54373663	501	*	4.96173373364482	5.50209276490626	4.08782273419187	1.19476576157277	0.000313831001401464	0.00180644610038563
7	109258294	109258794	501	*	4.89248052578243	5.44308655754698	3.99089781302307	1.20658723078846	0.00031389910241723	0.00180669517395862
12	36101473	36101973	501	*	4.51547773592103	5.21420831412711	3.10782320101762	1.52237721727547	0.000314195194301568	0.00180825634129281
1	164567913	164568413	501	*	4.44479771643274	5.10373765862948	3.19695697456448	1.44720167791031	0.000314426695326991	0.00180944555774105
18	12897431	12897931	501	*	4.62013036011313	5.26168083060423	3.43569004207103	1.41193162966425	0.000315523459622318	0.00181561356207977
1	166164508	166165008	501	*	5.28916917826592	5.73767077419194	4.6348557577188	0.986984702686652	0.00031559523130833	0.00181582924303056
2	20880719	20881219	501	*	5.98622436027345	6.36100746213008	5.47855012267148	0.816244807896999	0.000315610852172224	0.00181582924303056
8	110222744	110223244	501	*	5.65068372367272	6.04779320968321	5.10092242053823	0.867434206296435	0.000315687456399012	0.00181612637491787
2	168269464	168269964	501	*	5.53362297334762	5.95374367638232	4.93844001691118	0.926821412722719	0.000315753015023187	0.00181635992032036
13	41957457	41957957	501	*	5.19127466451759	5.67875068775878	4.44951626313258	1.08689617866585	0.000315794947639652	0.00181645753162877
2	169573534	169574034	501	*	5.84766587808879	6.22893572700746	5.32795625352374	0.825540365288174	0.000315911918944788	0.00181698671711166
15	68941260	68941760	501	*	4.93602289644671	5.45993338978936	4.1050568087553	1.15241287352508	0.000316451937728611	0.00181994881006536
5	16453465	16453965	501	*	4.57215386187734	5.25360490997177	3.23662948674299	1.47476955294345	0.000316490838907036	0.00182002868184562
3	109239912	109240412	501	*	4.96442932085775	5.47722716164253	4.16150319446666	1.13195916275628	0.000316545419670253	0.00182016417725719
11	117762814	117763314	501	*	5.34698288771909	5.79002128414285	4.70433349726653	0.97023210448014	0.00031656443059233	0.00182016417725719
11	4206765	4207265	501	*	4.68498323020918	5.29435634080958	3.60917084493554	1.34346505554379	0.000316741781817066	0.00182104000239848
17	7322367	7322867	501	*	5.11122383177834	5.5941443401167	4.38008943764883	1.06244707900319	0.000316948966947438	0.00182208719933605
12	24848835	24849335	501	*	5.65025101815931	6.06000119650087	5.07580537962966	0.908173182446369	0.000317231781139337	0.00182346579273546
5	116619531	116620031	501	*	5.29458229572889	5.7627982686182	4.59699444942301	1.0249199811276	0.000317238891610271	0.00182346579273546
10	28510461	28510961	501	*	4.2819239687994	5.04847989907993	2.53915797253755	1.6525296339821	0.000317431540811961	0.00182442900506325
11	109162250	109162750	501	*	5.84461497650094	6.2175526956602	5.34033655078649	0.812685694992542	0.000317680904450827	0.00182563501581919
8	24010424	24010924	501	*	4.92199179365567	5.46142705963608	4.05053997301191	1.2012485764802	0.000317691554365578	0.00182563501581919
19	37985762	37986262	501	*	5.44865919566625	5.91513254693319	4.75497342155268	1.0310018525447	0.000317769817483888	0.00182594055354814
19	41668520	41669020	501	*	5.41787858672895	5.88318976062909	4.72678669165811	1.03464383635464	0.000317822526204908	0.00182609921622297
17	86345189	86345689	501	*	5.2573170584816	5.74948529898968	4.50449790310442	1.07669415625852	0.000318133379606206	0.0018277409475157
9	121265425	121265925	501	*	4.72435198344092	5.3231303487982	3.68209235641253	1.30972361019973	0.000318233668521774	0.00182817277930285
4	154590772	154591272	501	*	4.15522538934585	4.88761623134286	2.59292155041826	1.59312170463182	0.000318292874663393	0.00182836855128542
3	129271410	129271910	501	*	5.24654892247039	5.72992842197265	4.51434915776433	1.05526036054198	0.000318363065395394	0.00182862738611975
13	52624690	52625190	501	*	4.81822486710912	5.38279469439592	3.8777283896982	1.23637582774252	0.000318416159029599	0.00182878798480312
5	114803201	114803701	501	*	5.18541731272921	5.6674392215525	4.45636541563348	1.05689269704638	0.000318563187142005	0.00182948801783849
16	57212631	57213131	501	*	5.25659737742465	5.74188020564077	4.51996772493403	1.06891575916042	0.000318670097997589	0.00182995756772146
10	33676657	33677157	501	*	5.65766584696508	6.09092049297927	5.03556408894842	0.938667506123513	0.000318835864211557	0.00183076499271035
13	24100627	24101127	501	*	4.86269457840808	5.45728677589111	3.83341371754841	1.29392483424492	0.000318996642632493	0.00183154365247913
11	19792939	19793439	501	*	5.22784400310117	5.70870514586226	4.50147581574525	1.06424402134779	0.000319556898012133	0.00183461563595209
6	137704342	137704842	501	*	5.27668322051554	5.79624080499799	4.45679140369753	1.16031599558087	0.000319646387640731	0.00183498462358205
12	84809667	84810167	501	*	5.49112019757766	5.91136518635006	4.89568598616336	0.926095455048438	0.000319764026030352	0.00183545921671149
6	115732084	115732584	501	*	5.44031830848434	5.86878045000978	4.82812585022341	0.950504964322414	0.000319779510056643	0.00183545921671149
1	34815251	34815751	501	*	4.65678765853025	5.27006518825235	3.56834726264104	1.35017416231281	0.000319954230701854	0.0018363172179018
3	5069861	5070361	501	*	4.80505145347438	5.35647473518809	3.90123018875227	1.21081435969533	0.000320004437690216	0.00183646051736361
3	146096305	146096805	501	*	5.14152334852875	5.64154253528582	4.36992372338436	1.09574336791584	0.000320257975900441	0.00183777059151765
18	74816634	74817134	501	*	5.21018844268006	5.71043104120611	4.43804928668242	1.10964559956758	0.000320312515592076	0.00183793861462237
6	49992447	49992947	501	*	4.78216554430798	5.36767779578698	3.78051503399362	1.29599945219897	0.000320440904079716	0.00183853031884185
4	135337713	135338213	501	*	5.15464783406801	5.65517210997032	4.3818280311534	1.09842475971312	0.00032048630310568	0.00183864581509727
11	103836197	103836697	501	*	4.97136387996304	4.00288249122687	5.5456652774812	-1.26832167471771	0.000320535140544033	0.00183878101792853
9	106598196	106598696	501	*	4.30259713035875	5.03448905815486	2.74273871772942	1.59041411121894	0.000320748720798329	0.00183986118813156
7	131570740	131571240	501	*	5.11885518865192	5.61959022742151	4.34552579997886	1.09028738217292	0.000320874965608459	0.00184044025875519
2	59679936	59680436	501	*	5.59287719424188	6.01320120448829	4.99728319967889	0.917025978260248	0.000320918755596266	0.0018405463398322
7	121600111	121600611	501	*	4.73569563649247	5.30844545395097	3.77172537835399	1.26931600622142	0.000321157902675013	0.00184177273584032
19	57368323	57368823	501	*	5.01259363143366	5.58795922237219	4.04100716888717	1.27827801714097	0.000321231099535104	0.00184204732409747
5	92642946	92643446	501	*	4.60675776729549	5.26509965346107	3.36115735955493	1.45175847485105	0.00032151001011159	0.00184350140786049
10	83524158	83524658	501	*	5.58946316205882	6.06067239630716	4.88513700573107	1.03445756986197	0.000321568074276615	0.00184368905433688
12	86124952	86125452	501	*	4.82692831251731	5.41344016303223	3.82227025471366	1.28043773242833	0.000321693157093982	0.00184420340711677
10	121703818	121704318	501	*	5.88763458878899	6.26314739316112	5.37861416722136	0.817420220512304	0.000321723000541464	0.00184420340711677
7	34747923	34748423	501	*	5.2411782767706	5.72922415570773	4.4980830080724	1.08308661702366	0.00032175847117092	0.00184420340711677
8	22629312	22629812	501	*	5.0641622021701	5.5904204179874	4.22717378099992	1.17518514874854	0.00032175916679284	0.00184420340711677
