chr start stop ROI
8667529 9 29581651 29581800 ID_19907
8668358 9 29706001 29706150 ID_19908
8668359 9 29706151 29706300 ID_19909
8668360 9 29706301 29706450 ID_19910
8668361 9 29706451 29706600 ID_19911
8668362 9 29706601 29706750 ID_19912
8668363 9 29706751 29706900 ID_19913
8670375 9 30008551 30008700 ID_19914
8670945 9 30094051 30094200 ID_19915
8671820 9 30225301 30225450 ID_19916
8674597 9 30641851 30642000 ID_19917
8674598 9 30642001 30642150 ID_19918
8674599 9 30642151 30642300 ID_19919
8674600 9 30642301 30642450 ID_19920
8674737 9 30662851 30663000 ID_19921
8674738 9 30663001 30663150 ID_19922
8674749 9 30664651 30664800 ID_19923
8674750 9 30664801 30664950 ID_19924
8674751 9 30664951 30665100 ID_19925
8676131 9 30871951 30872100 ID_19926
8676132 9 30872101 30872250 ID_19927
8677863 9 31131751 31131900 ID_19928
8679648 9 31399501 31399650 ID_19929
8679649 9 31399651 31399800 ID_19930
8680639 9 31548151 31548300 ID_19931
8684204 9 32082901 32083050 ID_19932
8684205 9 32083051 32083200 ID_19933
8684839 9 32178151 32178300 ID_19934
8684840 9 32178301 32178450 ID_19935
8685384 9 32259901 32260050 ID_19936
8685562 9 32286601 32286750 ID_19937
8685566 9 32287201 32287350 ID_19938
8685920 9 32340301 32340450 ID_19939
8686015 9 32354551 32354700 ID_19940
8686022 9 32355601 32355750 ID_19941
8686024 9 32355901 32356050 ID_19942
8686575 9 32438551 32438700 ID_19943
8686660 9 32451301 32451450 ID_19944
8686661 9 32451451 32451600 ID_19945
8687726 9 32611201 32611350 ID_19946
8687727 9 32611351 32611500 ID_19947
8689291 9 32845951 32846100 ID_19948
8689292 9 32846101 32846250 ID_19949
8689293 9 32846251 32846400 ID_19950
8689294 9 32846401 32846550 ID_19951
8689576 9 32888701 32888850 ID_19952
8689577 9 32888851 32889000 ID_19953
8689578 9 32889001 32889150 ID_19954
8689585 9 32890051 32890200 ID_19955
8689622 9 32895601 32895750 ID_19956
8689986 9 32950201 32950350 ID_19957
8690006 9 32953201 32953350 ID_19958
8690007 9 32953351 32953500 ID_19959
8690008 9 32953501 32953650 ID_19960
8690013 9 32954251 32954400 ID_19961
8690014 9 32954401 32954550 ID_19962
8690036 9 32957701 32957850 ID_19963
8690037 9 32957851 32958000 ID_19964
8691382 9 33159601 33159750 ID_19965
8692968 9 33397501 33397650 ID_19966
8694375 9 33608551 33608700 ID_19967
8695393 9 33761251 33761400 ID_19968
8698471 9 34222951 34223100 ID_19969
8700454 9 34520401 34520550 ID_19970
8702972 9 34898101 34898250 ID_19971
8704093 9 35066251 35066400 ID_19972
8705684 9 35304901 35305050 ID_19973
8705686 9 35305201 35305350 ID_19974
8705687 9 35305351 35305500 ID_19975
8705688 9 35305501 35305650 ID_19976
8705689 9 35305651 35305800 ID_19977
8705690 9 35305801 35305950 ID_19978
8707380 9 35559301 35559450 ID_19979
8707797 9 35621851 35622000 ID_19980
8707809 9 35623651 35623800 ID_19981
8707810 9 35623801 35623950 ID_19982
8707811 9 35623951 35624100 ID_19983
8707931 9 35641951 35642100 ID_19984
8707932 9 35642101 35642250 ID_19985
8708254 9 35690401 35690550 ID_19986
8711068 9 36112501 36112650 ID_19987
8712842 9 36378601 36378750 ID_19988
8712867 9 36382351 36382500 ID_19989
8713324 9 36450901 36451050 ID_19990
8713405 9 36463051 36463200 ID_19991
8714053 9 36560251 36560400 ID_19992
8714108 9 36568501 36568650 ID_19993
8714109 9 36568651 36568800 ID_19994
8714110 9 36568801 36568950 ID_19995
8714791 9 36670951 36671100 ID_19996
8716003 9 36852751 36852900 ID_19997
8717471 9 37072951 37073100 ID_19998
8719195 9 37331551 37331700 ID_19999
8719196 9 37331701 37331850 ID_20000
8719200 9 37332301 37332450 ID_20001
8719201 9 37332451 37332600 ID_20002
8719202 9 37332601 37332750 ID_20003
8719239 9 37338151 37338300 ID_20004
8719240 9 37338301 37338450 ID_20005
8721062 9 37611601 37611750 ID_20006
8721063 9 37611751 37611900 ID_20007
8721719 9 37710151 37710300 ID_20008
8723712 9 38009101 38009250 ID_20009
8723927 9 38041351 38041500 ID_20010
8724689 9 38155651 38155800 ID_20011
8724690 9 38155801 38155950 ID_20012
8724691 9 38155951 38156100 ID_20013
8724692 9 38156101 38156250 ID_20014
8724784 9 38169901 38170050 ID_20015
8724793 9 38171251 38171400 ID_20016
8724794 9 38171401 38171550 ID_20017
8724795 9 38171551 38171700 ID_20018
8725280 9 38244301 38244450 ID_20019
8725995 9 38351551 38351700 ID_20020
8726375 9 38408551 38408700 ID_20021
8727607 9 38593351 38593500 ID_20022
8727667 9 38602351 38602500 ID_20023
8727895 9 38636551 38636700 ID_20024
8730603 9 39042751 39042900 ID_20025
8730778 9 39069001 39069150 ID_20026
8730811 9 39073951 39074100 ID_20027
8730812 9 39074101 39074250 ID_20028
8731233 9 39137251 39137400 ID_20029
8731285 9 39145051 39145200 ID_20030
8731291 9 39145951 39146100 ID_20031
8731292 9 39146101 39146250 ID_20032
8732473 9 39323251 39323400 ID_20033
8733798 9 39522001 39522150 ID_20034
8735591 9 39790951 39791100 ID_20035
8736099 9 39867151 39867300 ID_20036
8736227 9 39886351 39886500 ID_20037
8736228 9 39886501 39886650 ID_20038
8736302 9 39897601 39897750 ID_20039
8736303 9 39897751 39897900 ID_20040
8736807 9 39973351 39973500 ID_20041
8737284 9 40044901 40045050 ID_20042
8737728 9 40111501 40111650 ID_20043
8738228 9 40186501 40186650 ID_20044
8738578 9 40239001 40239150 ID_20045
8738679 9 40254151 40254300 ID_20046
8738680 9 40254301 40254450 ID_20047
8739012 9 40304101 40304250 ID_20048
8739013 9 40304251 40304400 ID_20049
8739611 9 40393951 40394100 ID_20050
8740624 9 40545901 40546050 ID_20051
8746484 9 41424901 41425050 ID_20052
8746485 9 41425051 41425200 ID_20053
8747456 9 41570701 41570850 ID_20054
8747457 9 41570851 41571000 ID_20055
8748256 9 41690701 41690850 ID_20056
8750528 9 42031501 42031650 ID_20057
8750529 9 42031651 42031800 ID_20058
8751409 9 42163651 42163800 ID_20059
8752041 9 42258451 42258600 ID_20060
8752534 9 42332401 42332550 ID_20061
8753038 9 42408001 42408150 ID_20062
8753609 9 42493651 42493800 ID_20063
8753682 9 42504601 42504750 ID_20064
8753812 9 42524101 42524250 ID_20065
8754286 9 42595201 42595350 ID_20066
8755218 9 42735001 42735150 ID_20067
8755261 9 42741451 42741600 ID_20068
8759284 9 43344901 43345050 ID_20069
8760077 9 43463851 43464000 ID_20070
8761708 9 43708501 43708650 ID_20071
8761709 9 43708651 43708800 ID_20072
8762259 9 43791151 43791300 ID_20073
8762869 9 43882651 43882800 ID_20074
8762870 9 43882801 43882950 ID_20075
8762871 9 43882951 43883100 ID_20076
8763788 9 44020501 44020650 ID_20077
8766125 9 44371051 44371200 ID_20078
8766126 9 44371201 44371350 ID_20079
8766130 9 44371801 44371950 ID_20080
8766131 9 44371951 44372100 ID_20081
8766132 9 44372101 44372250 ID_20082
8767645 9 44599051 44599200 ID_20083
8767685 9 44605051 44605200 ID_20084
8767687 9 44605351 44605500 ID_20085
8767900 9 44637301 44637450 ID_20086
8768752 9 44765101 44765250 ID_20087
8768875 9 44783551 44783700 ID_20088
8770438 9 45018001 45018150 ID_20089
8770439 9 45018151 45018300 ID_20090
8773219 9 45435151 45435300 ID_20091
8773220 9 45435301 45435450 ID_20092
8776397 9 45911851 45912000 ID_20093
8776655 9 45950551 45950700 ID_20094
8776656 9 45950701 45950850 ID_20095
8778942 9 46293601 46293750 ID_20096
8778943 9 46293751 46293900 ID_20097
8778944 9 46293901 46294050 ID_20098
8779164 9 46326901 46327050 ID_20099
8779275 9 46343551 46343700 ID_20100
8779702 9 46407601 46407750 ID_20101
8779703 9 46407751 46407900 ID_20102
8780623 9 46545751 46545900 ID_20103
8780846 9 46579201 46579350 ID_20104
8780887 9 46585351 46585500 ID_20105
8780960 9 46596301 46596450 ID_20106
8780961 9 46596451 46596600 ID_20107
8782663 9 46851751 46851900 ID_20108
8782664 9 46851901 46852050 ID_20109
8782665 9 46852051 46852200 ID_20110
8783416 9 46964701 46964850 ID_20111
8783417 9 46964851 46965000 ID_20112
8783418 9 46965001 46965150 ID_20113
8783419 9 46965151 46965300 ID_20114
8784494 9 47126401 47126550 ID_20115
8785030 9 47206801 47206950 ID_20116
8785355 9 47255551 47255700 ID_20117
8785833 9 47327251 47327400 ID_20118
8786231 9 47386951 47387100 ID_20119
8789220 9 47835301 47835450 ID_20120
8793803 9 48522751 48522900 ID_20121
8793804 9 48522901 48523050 ID_20122
8793805 9 48523051 48523200 ID_20123
8796680 9 48954301 48954450 ID_20124
8796682 9 48954601 48954750 ID_20125
8797508 9 49078501 49078650 ID_20126
8797997 9 49151851 49152000 ID_20127
8798136 9 49172701 49172850 ID_20128
8798137 9 49172851 49173000 ID_20129
8798138 9 49173001 49173150 ID_20130
8800252 9 49490101 49490250 ID_20131
8800253 9 49490251 49490400 ID_20132
8800678 9 49554001 49554150 ID_20133
8800679 9 49554151 49554300 ID_20134
8800680 9 49554301 49554450 ID_20135
8802287 9 49795351 49795500 ID_20136
8803389 9 49960651 49960800 ID_20137
8803390 9 49960801 49960950 ID_20138
8804721 9 50160451 50160600 ID_20139
8804868 9 50182501 50182650 ID_20140
8805299 9 50247151 50247300 ID_20141
8806041 9 50358451 50358600 ID_20142
8806042 9 50358601 50358750 ID_20143
8806527 9 50431351 50431500 ID_20144
8808681 9 50754451 50754600 ID_20145
8810032 9 50957101 50957250 ID_20146
8810197 9 50981851 50982000 ID_20147
8810224 9 50985901 50986050 ID_20148
8810829 9 51076651 51076800 ID_20149
8810830 9 51076801 51076950 ID_20150
8811117 9 51119851 51120000 ID_20151
8811118 9 51120001 51120150 ID_20152
8811152 9 51125101 51125250 ID_20153
8813084 9 51414901 51415050 ID_20154
8813281 9 51444451 51444600 ID_20155
8813282 9 51444601 51444750 ID_20156
8813726 9 51511201 51511350 ID_20157
8814341 9 51603451 51603600 ID_20158
8815834 9 51827401 51827550 ID_20159
8816844 9 51978901 51979050 ID_20160
8817297 9 52046851 52047000 ID_20161
8817340 9 52053301 52053450 ID_20162
8817655 9 52100551 52100700 ID_20163
8818862 9 52281601 52281750 ID_20164
8820201 9 52482451 52482600 ID_20165
8820202 9 52482601 52482750 ID_20166
8823351 9 52954951 52955100 ID_20167
8825996 9 53351701 53351850 ID_20168
8826407 9 53413351 53413500 ID_20169
8826751 9 53464951 53465100 ID_20170
8826752 9 53465101 53465250 ID_20171
8827431 9 53566951 53567100 ID_20172
8827624 9 53595901 53596050 ID_20173
8827945 9 53644051 53644200 ID_20174
8828550 9 53734801 53734950 ID_20175
8828551 9 53734951 53735100 ID_20176
8828552 9 53735101 53735250 ID_20177
8828553 9 53735251 53735400 ID_20178
8829082 9 53814601 53814750 ID_20179
8829083 9 53814751 53814900 ID_20180
8830356 9 54005701 54005850 ID_20181
8830357 9 54005851 54006000 ID_20182
8830428 9 54016501 54016650 ID_20183
8830445 9 54019051 54019200 ID_20184
8830446 9 54019201 54019350 ID_20185
8830447 9 54019351 54019500 ID_20186
8830451 9 54019951 54020100 ID_20187
8830452 9 54020101 54020250 ID_20188
8830453 9 54020251 54020400 ID_20189
8831011 9 54103951 54104100 ID_20190
8831013 9 54104251 54104400 ID_20191
8831665 9 54202051 54202200 ID_20192
8834507 9 54628351 54628500 ID_20193
8834508 9 54628501 54628650 ID_20194
8836813 9 54974251 54974400 ID_20195
8837018 9 55005001 55005150 ID_20196
8837563 9 55086751 55086900 ID_20197
8837981 9 55149451 55149600 ID_20198
8837982 9 55149601 55149750 ID_20199
8837983 9 55149751 55149900 ID_20200
8841518 9 55680001 55680150 ID_20201
8842012 9 55754101 55754250 ID_20202
8844563 9 56136751 56136900 ID_20203
8844564 9 56136901 56137050 ID_20204
8846567 9 56437351 56437500 ID_20205
8846777 9 56468851 56469000 ID_20206
8846908 9 56488501 56488650 ID_20207
8846909 9 56488651 56488800 ID_20208
8847388 9 56560501 56560650 ID_20209
8847389 9 56560651 56560800 ID_20210
8847390 9 56560801 56560950 ID_20211
8849555 9 56885551 56885700 ID_20212
8849556 9 56885701 56885850 ID_20213
8849562 9 56886601 56886750 ID_20214
8849564 9 56886901 56887050 ID_20215
8849988 9 56950501 56950650 ID_20216
8849989 9 56950651 56950800 ID_20217
8849990 9 56950801 56950950 ID_20218
8850171 9 56977951 56978100 ID_20219
8850766 9 57067201 57067350 ID_20220
8851688 9 57205501 57205650 ID_20221
8852812 9 57374101 57374250 ID_20222
8853298 9 57447001 57447150 ID_20223
8853299 9 57447151 57447300 ID_20224
8853522 9 57480601 57480750 ID_20225
8853523 9 57480751 57480900 ID_20226
8854006 9 57553201 57553350 ID_20227
8854014 9 57554401 57554550 ID_20228
8854015 9 57554551 57554700 ID_20229
8854526 9 57631201 57631350 ID_20230
8854527 9 57631351 57631500 ID_20231
8854865 9 57682051 57682200 ID_20232
8856887 9 57985351 57985500 ID_20233
8858341 9 58203451 58203600 ID_20234
8858342 9 58203601 58203750 ID_20235
8858343 9 58203751 58203900 ID_20236
8858673 9 58253251 58253400 ID_20237
8858762 9 58266601 58266750 ID_20238
8858763 9 58266751 58266900 ID_20239
8859788 9 58420501 58420650 ID_20240
8859789 9 58420651 58420800 ID_20241
8860893 9 58586251 58586400 ID_20242
8860894 9 58586401 58586550 ID_20243
8862176 9 58778701 58778850 ID_20244
8862177 9 58778851 58779000 ID_20245
8862182 9 58779601 58779750 ID_20246
8862183 9 58779751 58779900 ID_20247
8862184 9 58779901 58780050 ID_20248
8862474 9 58823401 58823550 ID_20249
8867788 9 59620501 59620650 ID_20250
8867939 9 59643151 59643300 ID_20251
8868000 9 59652301 59652450 ID_20252
8868023 9 59655751 59655900 ID_20253
8868029 9 59656651 59656800 ID_20254
8868037 9 59657851 59658000 ID_20255
8868038 9 59658001 59658150 ID_20256
8868039 9 59658151 59658300 ID_20257
8868275 9 59693551 59693700 ID_20258
8868793 9 59771251 59771400 ID_20259
8869086 9 59815201 59815350 ID_20260
8872776 9 60368701 60368850 ID_20261
8873142 9 60423601 60423750 ID_20262
8873158 9 60426001 60426150 ID_20263
8873610 9 60493801 60493950 ID_20264
8873836 9 60527701 60527850 ID_20265
8873912 9 60539101 60539250 ID_20266
8873913 9 60539251 60539400 ID_20267
8873914 9 60539401 60539550 ID_20268
8873915 9 60539551 60539700 ID_20269
8873917 9 60539851 60540000 ID_20270
8875160 9 60726301 60726450 ID_20271
8875172 9 60728101 60728250 ID_20272
8875173 9 60728251 60728400 ID_20273
8875204 9 60732901 60733050 ID_20274
8875205 9 60733051 60733200 ID_20275
8878033 9 61157251 61157400 ID_20276
8878034 9 61157401 61157550 ID_20277
8878336 9 61202701 61202850 ID_20278
8879091 9 61315951 61316100 ID_20279
8880175 9 61478551 61478700 ID_20280
8880176 9 61478701 61478850 ID_20281
8880177 9 61478851 61479000 ID_20282
8880633 9 61547251 61547400 ID_20283
8880766 9 61567201 61567350 ID_20284
8881150 9 61624801 61624950 ID_20285
8881151 9 61624951 61625100 ID_20286
8882690 9 61855801 61855950 ID_20287
8882896 9 61886701 61886850 ID_20288
8882897 9 61886851 61887000 ID_20289
8883076 9 61913701 61913850 ID_20290
8885469 9 62272651 62272800 ID_20291
8885470 9 62272801 62272950 ID_20292
8885471 9 62272951 62273100 ID_20293
8885472 9 62273101 62273250 ID_20294
8885677 9 62303851 62304000 ID_20295
8885678 9 62304001 62304150 ID_20296
8886583 9 62439751 62439900 ID_20297
8886584 9 62439901 62440050 ID_20298
8886585 9 62440051 62440200 ID_20299
8888108 9 62668501 62668650 ID_20300
8888109 9 62668651 62668800 ID_20301
8888681 9 62754451 62754600 ID_20302
8889156 9 62825701 62825850 ID_20303
8889157 9 62825851 62826000 ID_20304
8889527 9 62881351 62881500 ID_20305
8889528 9 62881501 62881650 ID_20306
8889905 9 62938051 62938200 ID_20307
8889985 9 62950051 62950200 ID_20308
8890798 9 63072001 63072150 ID_20309
8890910 9 63088801 63088950 ID_20310
8890911 9 63088951 63089100 ID_20311
8890938 9 63093001 63093150 ID_20312
8892694 9 63356401 63356550 ID_20313
8892704 9 63357901 63358050 ID_20314
8892705 9 63358051 63358200 ID_20315
8892706 9 63358201 63358350 ID_20316
8892707 9 63358351 63358500 ID_20317
8895155 9 63725551 63725700 ID_20318
8896397 9 63911851 63912000 ID_20319
8896859 9 63981151 63981300 ID_20320
8896860 9 63981301 63981450 ID_20321
8896978 9 63999001 63999150 ID_20322
8897317 9 64049851 64050000 ID_20323
8897918 9 64140001 64140150 ID_20324
8898861 9 64281451 64281600 ID_20325
8898862 9 64281601 64281750 ID_20326
8899360 9 64356301 64356450 ID_20327
8899361 9 64356451 64356600 ID_20328
8901851 9 64729951 64730100 ID_20329
8902040 9 64758301 64758450 ID_20330
8902041 9 64758451 64758600 ID_20331
8902186 9 64780201 64780350 ID_20332
8906873 9 65483251 65483400 ID_20333
8907476 9 65573701 65573850 ID_20334
8907566 9 65587201 65587350 ID_20335
8907929 9 65641651 65641800 ID_20336
8907930 9 65641801 65641950 ID_20337
8907931 9 65641951 65642100 ID_20338
8907977 9 65648851 65649000 ID_20339
8909252 9 65840101 65840250 ID_20340
8909545 9 65884051 65884200 ID_20341
8910085 9 65965051 65965200 ID_20342
8910749 9 66064651 66064800 ID_20343
8910751 9 66064951 66065100 ID_20344
8910752 9 66065101 66065250 ID_20345
8910781 9 66069451 66069600 ID_20346
8910782 9 66069601 66069750 ID_20347
8912294 9 66296401 66296550 ID_20348
8913727 9 66511351 66511500 ID_20349
8914830 9 66676801 66676950 ID_20350
8915652 9 66800101 66800250 ID_20351
8916622 9 66945601 66945750 ID_20352
8916667 9 66952351 66952500 ID_20353
8917082 9 67014601 67014750 ID_20354
8917202 9 67032601 67032750 ID_20355
8921560 9 67686301 67686450 ID_20356
8921561 9 67686451 67686600 ID_20357
8922007 9 67753351 67753500 ID_20358
8922008 9 67753501 67753650 ID_20359
8922723 9 67860751 67860900 ID_20360
8923076 9 67913701 67913850 ID_20361
8923327 9 67951351 67951500 ID_20362
8923971 9 68047951 68048100 ID_20363
8924037 9 68057851 68058000 ID_20364
8931602 9 69192601 69192750 ID_20365
8931603 9 69192751 69192900 ID_20366
8932248 9 69289501 69289650 ID_20367
8932830 9 69376801 69376950 ID_20368
8932831 9 69376951 69377100 ID_20369
8933499 9 69477151 69477300 ID_20370
8933698 9 69507001 69507150 ID_20371
8933699 9 69507151 69507300 ID_20372
8935720 9 69810301 69810450 ID_20373
8935721 9 69810451 69810600 ID_20374
8935722 9 69810601 69810750 ID_20375
8936031 9 69856951 69857100 ID_20376
8936032 9 69857101 69857250 ID_20377
8936215 9 69884551 69884700 ID_20378
8937366 9 70057201 70057350 ID_20379
8937604 9 70092901 70093050 ID_20380
8937605 9 70093051 70093200 ID_20381
8938400 9 70212301 70212450 ID_20382
8940341 9 70503451 70503600 ID_20383
8940342 9 70503601 70503750 ID_20384
8940731 9 70561951 70562100 ID_20385
8940843 9 70578751 70578900 ID_20386
8940844 9 70578901 70579050 ID_20387
8940877 9 70583851 70584000 ID_20388
8940878 9 70584001 70584150 ID_20389
8941226 9 70636201 70636350 ID_20390
8941891 9 70735951 70736100 ID_20391
8943124 9 70920901 70921050 ID_20392
8944203 9 71082751 71082900 ID_20393
8944204 9 71082901 71083050 ID_20394
8944227 9 71086351 71086500 ID_20395
8944228 9 71086501 71086650 ID_20396
8944229 9 71086651 71086800 ID_20397
8946158 9 71376001 71376150 ID_20398
8946404 9 71412901 71413050 ID_20399
8946488 9 71425501 71425650 ID_20400
8946489 9 71425651 71425800 ID_20401
8946883 9 71484751 71484900 ID_20402
8946884 9 71484901 71485050 ID_20403
8946885 9 71485051 71485200 ID_20404
8946909 9 71488651 71488800 ID_20405
8946910 9 71488801 71488950 ID_20406
8947332 9 71552101 71552250 ID_20407
8947664 9 71601901 71602050 ID_20408
8949904 9 71937901 71938050 ID_20409
8950939 9 72093151 72093300 ID_20410
8950940 9 72093301 72093450 ID_20411
8951395 9 72161551 72161700 ID_20412
8952647 9 72349351 72349500 ID_20413
8953000 9 72402301 72402450 ID_20414
8953029 9 72406651 72406800 ID_20415
8953030 9 72406801 72406950 ID_20416
8953396 9 72461701 72461850 ID_20417
8955455 9 72770551 72770700 ID_20418
8956030 9 72856801 72856950 ID_20419
8956031 9 72856951 72857100 ID_20420
8956032 9 72857101 72857250 ID_20421
8956033 9 72857251 72857400 ID_20422
8956034 9 72857401 72857550 ID_20423
8956696 9 72956701 72956850 ID_20424
8956830 9 72976801 72976950 ID_20425
8957868 9 73132501 73132650 ID_20426
8959687 9 73405351 73405500 ID_20427
8959688 9 73405501 73405650 ID_20428
8959689 9 73405651 73405800 ID_20429
8959693 9 73406251 73406400 ID_20430
8959694 9 73406401 73406550 ID_20431
8959695 9 73406551 73406700 ID_20432
8959696 9 73406701 73406850 ID_20433
8959733 9 73412251 73412400 ID_20434
8959920 9 73440301 73440450 ID_20435
8965918 9 74340001 74340150 ID_20436
8967877 9 74633851 74634000 ID_20437
8967878 9 74634001 74634150 ID_20438
8967883 9 74634751 74634900 ID_20439
8967884 9 74634901 74635050 ID_20440
8967885 9 74635051 74635200 ID_20441
8968774 9 74768401 74768550 ID_20442
8969738 9 74913001 74913150 ID_20443
8969739 9 74913151 74913300 ID_20444
8971372 9 75158101 75158250 ID_20445
8971373 9 75158251 75158400 ID_20446
8971405 9 75163051 75163200 ID_20447
8972574 9 75338401 75338550 ID_20448
8972575 9 75338551 75338700 ID_20449
8973298 9 75447001 75447150 ID_20450
8973712 9 75509101 75509250 ID_20451
8975075 9 75713551 75713700 ID_20452
8975221 9 75735451 75735600 ID_20453
8975222 9 75735601 75735750 ID_20454
8975619 9 75795151 75795300 ID_20455
8975884 9 75834901 75835050 ID_20456
8979162 9 76326601 76326750 ID_20457
8979163 9 76326751 76326900 ID_20458
8981495 9 76676551 76676700 ID_20459
8981904 9 76737901 76738050 ID_20460
8981905 9 76738051 76738200 ID_20461
8982087 9 76765351 76765500 ID_20462
8983103 9 76917751 76917900 ID_20463
8985346 9 77254201 77254350 ID_20464
8986532 9 77432101 77432250 ID_20465
8986601 9 77442451 77442600 ID_20466
8988451 9 77719951 77720100 ID_20467
8988757 9 77765851 77766000 ID_20468
8988758 9 77766001 77766150 ID_20469
8990429 9 78016651 78016800 ID_20470
8990900 9 78087301 78087450 ID_20471
8991593 9 78191251 78191400 ID_20472
8994097 9 78566851 78567000 ID_20473
8994101 9 78567451 78567600 ID_20474
8994102 9 78567601 78567750 ID_20475
8994103 9 78567751 78567900 ID_20476
8995845 9 78829051 78829200 ID_20477
8995850 9 78829801 78829950 ID_20478
8995851 9 78829951 78830100 ID_20479
8996012 9 78854101 78854250 ID_20480
8996013 9 78854251 78854400 ID_20481
8996014 9 78854401 78854550 ID_20482
8997752 9 79115101 79115250 ID_20483
8997753 9 79115251 79115400 ID_20484
8999266 9 79342201 79342350 ID_20485
8999267 9 79342351 79342500 ID_20486
8999268 9 79342501 79342650 ID_20487
8999269 9 79342651 79342800 ID_20488
8999352 9 79355101 79355250 ID_20489
9000580 9 79539301 79539450 ID_20490
9000581 9 79539451 79539600 ID_20491
9000598 9 79542001 79542150 ID_20492
9002439 9 79818151 79818300 ID_20493
9003596 9 79991701 79991850 ID_20494
9003597 9 79991851 79992000 ID_20495
9003685 9 80005051 80005200 ID_20496
9003686 9 80005201 80005350 ID_20497
9004320 9 80100301 80100450 ID_20498
9004610 9 80143801 80143950 ID_20499
9005930 9 80341801 80341950 ID_20500
9005931 9 80341951 80342100 ID_20501
9009296 9 80846701 80846850 ID_20502
9016361 9 81906451 81906600 ID_20503
9016401 9 81912451 81912600 ID_20504
9016402 9 81912601 81912750 ID_20505
9016403 9 81912751 81912900 ID_20506
9016807 9 81973351 81973500 ID_20507
9018184 9 82179901 82180050 ID_20508
9018682 9 82254601 82254750 ID_20509
9018849 9 82279651 82279800 ID_20510
9019760 9 82416301 82416450 ID_20511
9020079 9 82464151 82464300 ID_20512
9020744 9 82563901 82564050 ID_20513
9021522 9 82680601 82680750 ID_20514
9021523 9 82680751 82680900 ID_20515
9021525 9 82681051 82681200 ID_20516
9021526 9 82681201 82681350 ID_20517
9021666 9 82702201 82702350 ID_20518
9021667 9 82702351 82702500 ID_20519
9022106 9 82768201 82768350 ID_20520
9022121 9 82770451 82770600 ID_20521
9022247 9 82789351 82789500 ID_20522
9022680 9 82854301 82854450 ID_20523
9024220 9 83085301 83085450 ID_20524
9024805 9 83173051 83173200 ID_20525
9024806 9 83173201 83173350 ID_20526
9024807 9 83173351 83173500 ID_20527
9024833 9 83177251 83177400 ID_20528
9024834 9 83177401 83177550 ID_20529
9024835 9 83177551 83177700 ID_20530
9024836 9 83177701 83177850 ID_20531
9026969 9 83497651 83497800 ID_20532
9028855 9 83780551 83780700 ID_20533
9029937 9 83942851 83943000 ID_20534
9029938 9 83943001 83943150 ID_20535
9029943 9 83943751 83943900 ID_20536
9029944 9 83943901 83944050 ID_20537
9029945 9 83944051 83944200 ID_20538
9031806 9 84223201 84223350 ID_20539
9031807 9 84223351 84223500 ID_20540
9032229 9 84286651 84286800 ID_20541
9033043 9 84408751 84408900 ID_20542
9033834 9 84527401 84527550 ID_20543
9034304 9 84597901 84598050 ID_20544
9034305 9 84598051 84598200 ID_20545
9034376 9 84608701 84608850 ID_20546
9037466 9 85072201 85072350 ID_20547
9037741 9 85113451 85113600 ID_20548
9039112 9 85319101 85319250 ID_20549
9039113 9 85319251 85319400 ID_20550
9039114 9 85319401 85319550 ID_20551
9039442 9 85368601 85368750 ID_20552
9039464 9 85371901 85372050 ID_20553
9042457 9 85820851 85821000 ID_20554
9043000 9 85902301 85902450 ID_20555
9043095 9 85916551 85916700 ID_20556
9043096 9 85916701 85916850 ID_20557
9043110 9 85918801 85918950 ID_20558
9043111 9 85918951 85919100 ID_20559
9044114 9 86069401 86069550 ID_20560
9044115 9 86069551 86069700 ID_20561
9044116 9 86069701 86069850 ID_20562
9044618 9 86145001 86145150 ID_20563
9046530 9 86431801 86431950 ID_20564
9048529 9 86731651 86731800 ID_20565
9051020 9 87105301 87105450 ID_20566
9051021 9 87105451 87105600 ID_20567
9051022 9 87105601 87105750 ID_20568
9051023 9 87105751 87105900 ID_20569
9051729 9 87211651 87211800 ID_20570
9051821 9 87225451 87225600 ID_20571
9053226 9 87436201 87436350 ID_20572
9053603 9 87492751 87492900 ID_20573
9053604 9 87492901 87493050 ID_20574
9054236 9 87587701 87587850 ID_20575
9054237 9 87587851 87588000 ID_20576
9054238 9 87588001 87588150 ID_20577
9054243 9 87588751 87588900 ID_20578
9054244 9 87588901 87589050 ID_20579
9054245 9 87589051 87589200 ID_20580
9055571 9 87787951 87788100 ID_20581
9058672 9 88253101 88253250 ID_20582
9059548 9 88384501 88384650 ID_20583
9059549 9 88384651 88384800 ID_20584
9059618 9 88395001 88395150 ID_20585
9062468 9 88822501 88822650 ID_20586
9062469 9 88822651 88822800 ID_20587
9062795 9 88871551 88871700 ID_20588
9062930 9 88891801 88891950 ID_20589
9064111 9 89068951 89069100 ID_20590
9064112 9 89069101 89069250 ID_20591
9064907 9 89188351 89188500 ID_20592
9064908 9 89188501 89188650 ID_20593
9064909 9 89188651 89188800 ID_20594
9065517 9 89279851 89280000 ID_20595
9067205 9 89533051 89533200 ID_20596
9068682 9 89754601 89754750 ID_20597
9068683 9 89754751 89754900 ID_20598
9070627 9 90046351 90046500 ID_20599
9071158 9 90126001 90126150 ID_20600
9071600 9 90192301 90192450 ID_20601
9071806 9 90223201 90223350 ID_20602
9071807 9 90223351 90223500 ID_20603
9073555 9 90485551 90485700 ID_20604
9075479 9 90774151 90774300 ID_20605
